qi1vsqi2	qi1	qi2	Problem	pairAlgs	AlgA	AlgB	resQI1	resQI2	Agree
PFSvsC	PFS	C	TP2_1	CELLDE_MOCELL	CELLDE	MOCELL	A	ND	FALSE
HVvsIGD	HV	IGD	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsEP	HV	EP	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsGD	HV	GD	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsGS	HV	GS	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsED	HV	ED	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsPFS	HV	PFS	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsC	HV	C	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
IGDvsEP	IGD	EP	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsGD	IGD	GD	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsGS	IGD	GS	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsED	IGD	ED	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsC	IGD	C	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
EPvsGD	EP	GD	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
EPvsGS	EP	GS	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
EPvsED	EP	ED	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
EPvsPFS	EP	PFS	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
EPvsC	EP	C	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
GDvsGS	GD	GS	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
GDvsED	GD	ED	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
GDvsPFS	GD	PFS	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
GDvsC	GD	C	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
GSvsED	GS	ED	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
GSvsPFS	GS	PFS	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
GSvsC	GS	C	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
EDvsPFS	ED	PFS	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
EDvsC	ED	C	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
PFSvsC	PFS	C	TP2_1	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_1	CELLDE_PAES	CELLDE	PAES	B	B	TRUE
HVvsEP	HV	EP	TP2_1	CELLDE_PAES	CELLDE	PAES	B	B	TRUE
HVvsGD	HV	GD	TP2_1	CELLDE_PAES	CELLDE	PAES	B	B	TRUE
HVvsGS	HV	GS	TP2_1	CELLDE_PAES	CELLDE	PAES	B	A	FALSE
HVvsED	HV	ED	TP2_1	CELLDE_PAES	CELLDE	PAES	B	B	TRUE
HVvsPFS	HV	PFS	TP2_1	CELLDE_PAES	CELLDE	PAES	B	A	FALSE
HVvsC	HV	C	TP2_1	CELLDE_PAES	CELLDE	PAES	B	ND	FALSE
IGDvsEP	IGD	EP	TP2_1	CELLDE_PAES	CELLDE	PAES	B	B	TRUE
IGDvsGD	IGD	GD	TP2_1	CELLDE_PAES	CELLDE	PAES	B	B	TRUE
IGDvsGS	IGD	GS	TP2_1	CELLDE_PAES	CELLDE	PAES	B	A	FALSE
IGDvsED	IGD	ED	TP2_1	CELLDE_PAES	CELLDE	PAES	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_1	CELLDE_PAES	CELLDE	PAES	B	A	FALSE
IGDvsC	IGD	C	TP2_1	CELLDE_PAES	CELLDE	PAES	B	ND	FALSE
EPvsGD	EP	GD	TP2_1	CELLDE_PAES	CELLDE	PAES	B	B	TRUE
EPvsGS	EP	GS	TP2_1	CELLDE_PAES	CELLDE	PAES	B	A	FALSE
EPvsED	EP	ED	TP2_1	CELLDE_PAES	CELLDE	PAES	B	B	TRUE
EPvsPFS	EP	PFS	TP2_1	CELLDE_PAES	CELLDE	PAES	B	A	FALSE
EPvsC	EP	C	TP2_1	CELLDE_PAES	CELLDE	PAES	B	ND	FALSE
GDvsGS	GD	GS	TP2_1	CELLDE_PAES	CELLDE	PAES	B	A	FALSE
GDvsED	GD	ED	TP2_1	CELLDE_PAES	CELLDE	PAES	B	B	TRUE
GDvsPFS	GD	PFS	TP2_1	CELLDE_PAES	CELLDE	PAES	B	A	FALSE
GDvsC	GD	C	TP2_1	CELLDE_PAES	CELLDE	PAES	B	ND	FALSE
GSvsED	GS	ED	TP2_1	CELLDE_PAES	CELLDE	PAES	A	B	FALSE
GSvsPFS	GS	PFS	TP2_1	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GSvsC	GS	C	TP2_1	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
EDvsPFS	ED	PFS	TP2_1	CELLDE_PAES	CELLDE	PAES	B	A	FALSE
EDvsC	ED	C	TP2_1	CELLDE_PAES	CELLDE	PAES	B	ND	FALSE
PFSvsC	PFS	C	TP2_1	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
HVvsIGD	HV	IGD	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
HVvsEP	HV	EP	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
HVvsGD	HV	GD	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
HVvsGS	HV	GS	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
HVvsED	HV	ED	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
HVvsPFS	HV	PFS	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
HVvsC	HV	C	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
IGDvsEP	IGD	EP	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
IGDvsGD	IGD	GD	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
IGDvsGS	IGD	GS	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
IGDvsED	IGD	ED	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
IGDvsC	IGD	C	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
EPvsGD	EP	GD	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
EPvsGS	EP	GS	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
EPvsED	EP	ED	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
EPvsPFS	EP	PFS	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
EPvsC	EP	C	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
GDvsGS	GD	GS	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
GDvsED	GD	ED	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
GDvsPFS	GD	PFS	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
GDvsC	GD	C	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
GSvsED	GS	ED	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
GSvsPFS	GS	PFS	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
GSvsC	GS	C	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
EDvsPFS	ED	PFS	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
EDvsC	ED	C	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
PFSvsC	PFS	C	TP2_1	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsEP	HV	EP	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsGD	HV	GD	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsGS	HV	GS	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	ND	FALSE
HVvsED	HV	ED	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsPFS	HV	PFS	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsC	HV	C	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
IGDvsEP	IGD	EP	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
IGDvsGS	IGD	GS	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	ND	FALSE
IGDvsED	IGD	ED	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
IGDvsC	IGD	C	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EPvsGD	EP	GD	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EPvsGS	EP	GS	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	ND	FALSE
EPvsED	EP	ED	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EPvsPFS	EP	PFS	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EPvsC	EP	C	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
GDvsGS	GD	GS	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	ND	FALSE
GDvsED	GD	ED	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
GDvsPFS	GD	PFS	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
GDvsC	GD	C	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
GSvsED	GS	ED	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	ND	B	FALSE
GSvsPFS	GS	PFS	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	ND	B	FALSE
GSvsC	GS	C	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	ND	B	FALSE
EDvsPFS	ED	PFS	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EDvsC	ED	C	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
PFSvsC	PFS	C	TP2_1	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsIGD	HV	IGD	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsEP	HV	EP	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsGD	HV	GD	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsGS	HV	GS	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsED	HV	ED	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsPFS	HV	PFS	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsC	HV	C	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
IGDvsEP	IGD	EP	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsGD	IGD	GD	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsGS	IGD	GS	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsED	IGD	ED	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsC	IGD	C	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
EPvsGD	EP	GD	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsGS	EP	GS	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsED	EP	ED	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsPFS	EP	PFS	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsC	EP	C	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
GDvsGS	GD	GS	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GDvsED	GD	ED	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GDvsPFS	GD	PFS	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GDvsC	GD	C	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
GSvsED	GS	ED	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GSvsPFS	GS	PFS	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GSvsC	GS	C	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
EDvsPFS	ED	PFS	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EDvsC	ED	C	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
PFSvsC	PFS	C	TP2_1	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_1	MOCELL_PAES	MOCELL	PAES	ND	B	FALSE
HVvsEP	HV	EP	TP2_1	MOCELL_PAES	MOCELL	PAES	ND	A	FALSE
HVvsGD	HV	GD	TP2_1	MOCELL_PAES	MOCELL	PAES	ND	B	FALSE
HVvsGS	HV	GS	TP2_1	MOCELL_PAES	MOCELL	PAES	ND	A	FALSE
HVvsED	HV	ED	TP2_1	MOCELL_PAES	MOCELL	PAES	ND	B	FALSE
HVvsPFS	HV	PFS	TP2_1	MOCELL_PAES	MOCELL	PAES	ND	B	FALSE
HVvsC	HV	C	TP2_1	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
IGDvsEP	IGD	EP	TP2_1	MOCELL_PAES	MOCELL	PAES	B	A	FALSE
IGDvsGD	IGD	GD	TP2_1	MOCELL_PAES	MOCELL	PAES	B	B	TRUE
IGDvsGS	IGD	GS	TP2_1	MOCELL_PAES	MOCELL	PAES	B	A	FALSE
IGDvsED	IGD	ED	TP2_1	MOCELL_PAES	MOCELL	PAES	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_1	MOCELL_PAES	MOCELL	PAES	B	B	TRUE
IGDvsC	IGD	C	TP2_1	MOCELL_PAES	MOCELL	PAES	B	ND	FALSE
EPvsGD	EP	GD	TP2_1	MOCELL_PAES	MOCELL	PAES	A	B	FALSE
EPvsGS	EP	GS	TP2_1	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
EPvsED	EP	ED	TP2_1	MOCELL_PAES	MOCELL	PAES	A	B	FALSE
EPvsPFS	EP	PFS	TP2_1	MOCELL_PAES	MOCELL	PAES	A	B	FALSE
EPvsC	EP	C	TP2_1	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
GDvsGS	GD	GS	TP2_1	MOCELL_PAES	MOCELL	PAES	B	A	FALSE
GDvsED	GD	ED	TP2_1	MOCELL_PAES	MOCELL	PAES	B	B	TRUE
GDvsPFS	GD	PFS	TP2_1	MOCELL_PAES	MOCELL	PAES	B	B	TRUE
GDvsC	GD	C	TP2_1	MOCELL_PAES	MOCELL	PAES	B	ND	FALSE
GSvsED	GS	ED	TP2_1	MOCELL_PAES	MOCELL	PAES	A	B	FALSE
GSvsPFS	GS	PFS	TP2_1	MOCELL_PAES	MOCELL	PAES	A	B	FALSE
GSvsC	GS	C	TP2_1	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
EDvsPFS	ED	PFS	TP2_1	MOCELL_PAES	MOCELL	PAES	B	B	TRUE
EDvsC	ED	C	TP2_1	MOCELL_PAES	MOCELL	PAES	B	ND	FALSE
PFSvsC	PFS	C	TP2_1	MOCELL_PAES	MOCELL	PAES	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	B	A	FALSE
HVvsEP	HV	EP	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	B	ND	FALSE
HVvsGD	HV	GD	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	B	A	FALSE
HVvsGS	HV	GS	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
HVvsED	HV	ED	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	B	A	FALSE
HVvsPFS	HV	PFS	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
HVvsC	HV	C	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	B	ND	FALSE
IGDvsEP	IGD	EP	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	ND	FALSE
IGDvsGD	IGD	GD	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
IGDvsGS	IGD	GS	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	B	FALSE
IGDvsED	IGD	ED	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
IGDvsPFS	IGD	PFS	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	B	FALSE
IGDvsC	IGD	C	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	ND	FALSE
EPvsGD	EP	GD	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	ND	A	FALSE
EPvsGS	EP	GS	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	ND	B	FALSE
EPvsED	EP	ED	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	ND	A	FALSE
EPvsPFS	EP	PFS	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	ND	B	FALSE
EPvsC	EP	C	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	ND	ND	TRUE
GDvsGS	GD	GS	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	B	FALSE
GDvsED	GD	ED	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
GDvsPFS	GD	PFS	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	B	FALSE
GDvsC	GD	C	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	ND	FALSE
GSvsED	GS	ED	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	B	A	FALSE
GSvsPFS	GS	PFS	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
GSvsC	GS	C	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	B	ND	FALSE
EDvsPFS	ED	PFS	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	B	FALSE
EDvsC	ED	C	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	A	ND	FALSE
PFSvsC	PFS	C	TP2_1	MOCELL_SMPSO	MOCELL	SMPSO	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsEP	HV	EP	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsGD	HV	GD	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsGS	HV	GS	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsED	HV	ED	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsPFS	HV	PFS	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsC	HV	C	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsEP	IGD	EP	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsGS	IGD	GS	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsED	IGD	ED	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsC	IGD	C	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsGD	EP	GD	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsGS	EP	GS	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsED	EP	ED	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsPFS	EP	PFS	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsC	EP	C	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GDvsGS	GD	GS	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GDvsED	GD	ED	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GDvsPFS	GD	PFS	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GDvsC	GD	C	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GSvsED	GS	ED	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GSvsPFS	GS	PFS	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GSvsC	GS	C	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EDvsPFS	ED	PFS	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EDvsC	ED	C	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
PFSvsC	PFS	C	TP2_1	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsIGD	HV	IGD	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsEP	HV	EP	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsGD	HV	GD	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsGS	HV	GS	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsED	HV	ED	TP2_1	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
HVvsPFS	HV	PFS	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsC	HV	C	TP2_1	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
IGDvsEP	IGD	EP	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsGD	IGD	GD	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsGS	IGD	GS	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsED	IGD	ED	TP2_1	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
IGDvsPFS	IGD	PFS	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsC	IGD	C	TP2_1	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
EPvsGD	EP	GD	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EPvsGS	EP	GS	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EPvsED	EP	ED	TP2_1	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
EPvsPFS	EP	PFS	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EPvsC	EP	C	TP2_1	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
GDvsGS	GD	GS	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GDvsED	GD	ED	TP2_1	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
GDvsPFS	GD	PFS	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GDvsC	GD	C	TP2_1	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
GSvsED	GS	ED	TP2_1	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
GSvsPFS	GS	PFS	TP2_1	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GSvsC	GS	C	TP2_1	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
EDvsPFS	ED	PFS	TP2_1	NSGAII_PAES	NSGAII	PAES	ND	A	FALSE
EDvsC	ED	C	TP2_1	NSGAII_PAES	NSGAII	PAES	ND	ND	TRUE
PFSvsC	PFS	C	TP2_1	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
HVvsIGD	HV	IGD	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsEP	HV	EP	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsGD	HV	GD	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsGS	HV	GS	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
HVvsED	HV	ED	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsPFS	HV	PFS	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
HVvsC	HV	C	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	ND	FALSE
IGDvsEP	IGD	EP	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsGD	IGD	GD	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsGS	IGD	GS	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
IGDvsED	IGD	ED	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsPFS	IGD	PFS	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
IGDvsC	IGD	C	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	ND	FALSE
EPvsGD	EP	GD	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsGS	EP	GS	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
EPvsED	EP	ED	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsPFS	EP	PFS	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
EPvsC	EP	C	TP2_1	NSGAII_SMPSO	NSGAII	SMPSO	A	ND	FALSE
